Year,LocationAbbr,LocationDesc,Question,DataValue,Gender
2011,MS,Mississippi,Prevalence of diagnosed diabetes among adults aged >= 18 years,13.2,Female
2014,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,13.2,Male
2016,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,13.1,Overall
2016,AR,Arkansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,13.1,Male
2016,MS,Mississippi,Prevalence of diagnosed diabetes among adults aged >= 18 years,13.1,Male
2016,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,13.1,Male
2016,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,13.1,Female
2016,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,13,Overall
2016,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,13,Female
2012,MS,Mississippi,Prevalence of diagnosed diabetes among adults aged >= 18 years,13,Female
2012,WV,West Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,13,Overall
2014,AL,Alabama,Prevalence of diagnosed diabetes among adults aged >= 18 years,13,Female
2014,AR,Arkansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,13,Male
2014,MS,Mississippi,Prevalence of diagnosed diabetes among adults aged >= 18 years,13,Overall
2014,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,13,Overall
2013,WV,West Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,13,Overall
2015,AL,Alabama,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.9,Male
2014,AL,Alabama,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.9,Male
2014,AL,Alabama,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.9,Overall
2013,MS,Mississippi,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.9,Overall
2014,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.8,Female
2014,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.8,Female
2013,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.8,Female
2016,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,Overall
2016,VI,Virgin Islands,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,Overall
2015,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,Female
2015,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,Male
2015,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,Overall
2015,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,Female
2015,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,Overall
2012,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,Female
2012,WV,West Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,Male
2011,PR,Puerto Rico,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,Male
2014,AR,Arkansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,Overall
2015,AR,Arkansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.6,Overall
2015,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.6,Male
2012,AL,Alabama,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.6,Male
2011,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.6,Female
2014,MS,Mississippi,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.6,Male
2013,AR,Arkansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.6,Male
2013,WV,West Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.6,Female
2016,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.5,Male
2015,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.5,Female
2012,MS,Mississippi,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.5,Overall
2012,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.5,Male
2011,AL,Alabama,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.5,Female
2014,AR,Arkansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.5,Female
2014,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.5,Overall
2013,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.5,Overall
2013,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.5,Male
2012,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.4,Male
2011,WV,West Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.4,Female
2016,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.3,Female
2016,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.3,Female
2015,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.3,Male
2015,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.3,Male
2012,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.3,Overall
2012,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.3,Male
2011,MS,Mississippi,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.3,Overall
2014,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.3,Male
2013,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.3,Male
2016,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Male
2016,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Male
2016,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Male
2015,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Male
2015,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Male
2015,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Male
2015,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Male
2012,AL,Alabama,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Overall
2011,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Male
2014,KY,Kentucky,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Male
2014,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Male
2013,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.2,Overall
2016,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.1,Overall
2016,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.1,Overall
2016,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.1,Male
2016,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.1,Male
2012,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.1,Male
2011,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.1,Male
2011,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.1,Overall
2014,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.1,Male
2013,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.1,Male
2016,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Overall
2016,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Male
2016,VI,Virgin Islands,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Male
2016,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Female
2015,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Overall
2012,AL,Alabama,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Female
2012,MS,Mississippi,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Male
2011,WV,West Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Overall
2014,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Female
2014,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Overall
2014,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Overall
2013,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,12,Female
2015,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.9,Male
2015,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.9,Male
2012,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.9,Overall
2014,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.9,Male
2014,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.9,Female
2013,MS,Mississippi,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.9,Male
2016,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.8,Overall
2016,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.8,Male
2015,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.8,Female
2015,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.8,Overall
2012,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.8,Male
2012,TN,Tennessee,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.8,Female
2011,AL,Alabama,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.8,Overall
2011,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.8,Overall
2014,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.8,Male
2016,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Female
2016,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Female
2015,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Male
2015,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Overall
2015,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Female
2012,AR,Arkansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Female
2012,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Overall
2012,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Female
2011,WV,West Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Male
2014,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Overall
2014,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Female
2013,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Female
2013,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,Male
2016,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Overall
2016,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Male
2016,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Male
2015,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Female
2015,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Female
2012,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Overall
2011,AR,Arkansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Male
2014,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Male
2014,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Male
2014,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Overall
2013,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Overall
2013,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,Male
2016,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Overall
2016,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Overall
2016,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Male
2016,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Male
2016,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Female
2015,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Overall
2015,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Male
2015,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Overall
2015,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Overall
2012,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Male
2012,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Overall
2011,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Male
2011,SC,South Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Male
2014,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Female
2014,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Female
2014,LA,Louisiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Male
2014,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Male
2014,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Overall
2014,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Male
2013,AR,Arkansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Overall
2013,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Male
2013,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,Male
